as_of_date,open_interest,nc_long,nc_short
2012-09-04,444489,204945,34481
2012-09-11,460531,214403,32387
2012-09-18,478609,224988,33873
2012-09-25,489516,233994,30098
2012-10-02,480908,239434,31108
2012-10-09,484359,247401,35452
2012-10-16,462826,232988,38968
2012-10-23,455836,222095,40052
2012-10-30,454742,207532,37310
2012-11-06,447154,196504,36331
2012-11-13,459761,207847,36253
2012-11-20,474129,217433,36618
2012-11-27,479373,228431,28024
2012-12-04,434416,202177,36441
2012-12-11,433586,201955,38256
2012-12-18,435742,202641,44860
2012-12-24,426300,200436,50340
2012-12-31,427991,198660,50141
2013-01-08,441304,193869,51061
2013-01-15,447773,192955,47839
2013-01-22,461369,195795,43898
2013-01-29,430718,181103,54155
2013-02-05,423982,192806,55341
2013-02-12,435088,193941,67106
2013-02-19,447290,195870,92219
2013-02-26,433858,201956,85357
2013-03-05,434586,195248,87661
2013-03-12,445651,201617,87110
2013-03-19,440712,208895,73285
2013-03-26,419727,200389,67943
2013-04-02,417176,202634,82428
2013-04-09,416513,203812,84453
2013-04-16,413083,204677,75795
2013-04-23,415074,197188,92933
2013-04-30,421087,193310,96258
2013-05-07,437931,189343,99920
2013-05-14,443806,186921,103195
2013-05-21,446087,189401,109142
2013-05-28,411001,172565,115686
2013-06-04,373061,170971,109771
2013-06-11,373844,174015,115010
2013-06-18,377106,166771,123079
2013-06-25,390647,164901,130749
2013-07-02,410399,158712,137961
2013-07-09,431574,160214,143657
2013-07-16,440283,156571,133109
2013-07-23,434750,161197,127006
2013-07-30,397035,154519,126153
2013-08-06,396062,153812,102177
2013-08-13,390547,148524,94598
2013-08-20,385410,151348,90952
2013-08-27,384102,150074,71785
2013-09-03,388584,151951,73760
2013-09-10,384164,141506,72782
2013-09-17,384592,138956,80160
2013-09-24,378216,140468,73329
2013-10-01,374151,141541,68494
2013-10-08,370406,140207,57890
2013-10-15,381727,139663,77730
2013-10-22,390369,147835,71170
2013-10-29,387166,153409,53173
2013-11-05,386796,149031,57895
2013-11-12,403840,144062,82710
2013-11-19,397590,140853,92733
2013-11-26,394432,133414,106859
2013-12-03,386436,134546,111855
2013-12-10,377313,133866,107486
2013-12-17,385432,133068,107164
2013-12-24,384974,135390,108051
2013-12-31,379550,137182,104959
2014-01-07,383021,139244,100357
2014-01-14,415426,145857,101844
2014-01-21,410959,146018,99435
2014-01-28,382739,150158,83817
2014-02-04,368279,147754,82815
2014-02-11,376973,156786,85585
2014-02-18,390535,164478,79847
2014-02-25,387503,169870,60406
2014-03-04,393266,171404,56238
2014-03-11,415340,170482,51592
2014-03-18,420626,183324,46510
2014-03-25,398264,169083,51766
2014-04-01,363451,158152,58007
2014-04-08,365400,149693,61094
2014-04-15,369577,147432,68140
2014-04-22,372593,146880,65047
2014-04-29,378092,147769,62542
2014-05-06,404700,160982,63026
2014-05-13,397029,157176,65542
2014-05-20,399371,157398,60907
2014-05-27,397695,155615,82224
2014-06-03,382141,157332,98181
2014-06-10,378689,159567,98440
2014-06-17,379843,162052,83757
2014-06-24,392388,183433,62574
2014-07-01,401813,201287,55262
2014-07-08,410992,203464,53443
2014-07-15,408368,199950,57492
2014-07-22,405617,197835,51689
2014-07-29,374467,188980,49827
2014-08-05,360342,176386,54923
2014-08-12,368114,191325,43644
2014-08-19,366401,183846,45870
2014-08-26,363608,172022,58853
2014-09-02,371515,172522,75643
2014-09-09,384341,177555,82414
2014-09-16,386080,170749,98562
2014-09-23,385788,170382,106498
2014-09-30,379874,171075,106205
2014-10-07,380087,174075,107628
2014-10-14,397855,193580,108165
2014-10-21,411057,207129,99145
2014-10-28,414410,195885,95146
2014-11-04,417377,176899,113674
2014-11-11,443422,177268,121225
2014-11-18,459657,187955,106533
2014-11-25,388145,167394,91187
2014-12-02,368121,170635,81305
2014-12-09,375323,186861,71999
2014-12-16,371743,182147,63739
2014-12-23,375212,180980,70070
2014-12-30,373982,182897,67060
2015-01-06,394021,187705,65527
2015-01-13,402108,192959,62733
2015-01-20,430128,223257,60802
2015-01-27,438279,238407,49482
2015-02-03,419524,229006,43991
2015-02-10,393232,199036,43762
2015-02-17,389530,188121,56387
2015-02-24,399307,184416,58245
2015-03-03,405124,180561,64741
2015-03-10,410918,171821,89929
2015-03-17,429738,162268,109175
2015-03-24,433767,168234,113953
2015-03-31,387585,172818,92799
2015-04-07,390571,183130,82373
2015-04-14,395089,184741,86344
2015-04-21,397379,184567,83322
2015-04-28,403575,189929,88672
2015-05-05,399988,173105,100665
2015-05-12,405612,179257,101817
2015-05-19,428597,202190,79569
2015-05-26,411961,191951,87257
2015-06-02,398724,194299,89889
2015-06-09,406069,186813,111723
2015-06-16,415718,191053,115330
2015-06-23,430978,202944,107830
2015-06-30,442301,194476,127321
2015-07-07,452145,193776,143328
2015-07-14,462664,191014,143190
2015-07-21,459760,187720,159441
2015-07-28,438282,182977,158512
2015-08-04,434273,184792,154892
2015-08-11,435489,187778,155336
2015-08-18,432728,185712,144053
2015-08-25,432154,189893,119160
2015-09-01,410274,182753,110068
2015-09-08,421732,183615,124322
2015-09-15,413333,174225,134678
2015-09-22,419304,182080,120955
2015-09-29,415700,182792,106147
2015-10-06,430228,191000,104181
2015-10-13,435928,203299,86140
2015-10-20,467792,233227,81926
2015-10-27,466780,225985,68551
2015-11-03,443900,194784,78442
2015-11-10,436426,174561,106172
2015-11-17,435376,173395,138996
2015-11-24,397705,159440,143138
2015-12-01,390940,158792,149042
2015-12-08,394128,162764,143141
2015-12-15,390944,155934,142278
2015-12-22,405294,154276,127849
2015-12-29,401880,150229,131127
2016-01-05,413688,153532,126972
2016-01-12,397565,158655,113937
2016-01-19,408835,158320,114626
2016-01-26,385350,170471,111431
2016-02-02,379185,176968,104146
2016-02-09,410833,201754,103326
2016-02-16,428912,209101,91741
2016-02-23,445290,227381,82403
2016-03-01,450555,223186,70773
2016-03-08,499110,252895,78085
2016-03-15,493086,247659,78147
2016-03-22,510579,258646,79815
2016-03-29,480461,262082,72276
2016-04-05,474094,263781,73381
2016-04-12,504523,286341,72534
2016-04-19,503331,291143,74306
2016-04-26,497884,288173,67316
2016-05-03,565774,338476,66828
2016-05-10,579777,337251,72353
2016-05-17,595077,340748,74460
2016-05-24,542958,291266,84634
2016-05-31,494321,274589,77454
2016-06-07,496330,295688,67069
2016-06-14,545357,347557,67695
2016-06-21,571517,358825,66096
2016-06-28,613792,373128,71208
2016-07-05,652971,389590,73627
2016-07-12,633020,378081,80618
2016-07-19,617069,366871,80960
2016-07-26,576325,347426,68471
2016-08-02,582211,365801,71618
2016-08-09,575399,356471,70024
2016-08-16,572496,351535,67684
2016-08-23,572973,359785,65176
2016-08-30,558398,340586,64245
2016-09-06,590656,370375,62515
2016-09-13,575002,351776,66363
2016-09-20,558791,326326,70147
2016-09-27,583161,358972,67068
2016-10-04,544824,324136,78628
2016-10-11,500328,283386,88167
2016-10-18,497061,274345,94727
2016-10-25,507617,285376,88396
2016-11-01,521506,288308,73177
2016-11-08,528203,289860,72622
2016-11-15,479237,245750,68090
2016-11-22,461062,241646,74561
2016-11-29,405661,229731,78161
2016-12-06,393524,227675,91295
2016-12-13,397034,229755,100444
2016-12-20,398661,219067,104233
2016-12-27,401513,206538,108195
2017-01-03,424673,208855,112305
2017-01-10,444001,214000,104518
2017-01-17,467937,218144,111103
2017-01-24,482374,209854,100447
2017-01-31,398433,212414,93259
2017-02-07,415543,216408,99259
2017-02-14,415128,212259,102507
2017-02-21,427168,219673,95910
2017-02-28,446081,247494,83696
2017-03-07,434401,229969,96284
2017-03-14,426170,210315,104277
2017-03-21,446880,219719,103467
2017-03-28,449418,227839,90019
2017-04-04,427808,239061,83625
2017-04-11,456131,253004,80338
2017-04-18,472263,279311,83543
2017-04-25,475985,287468,86791
2017-05-02,461905,276032,86398
2017-05-09,433033,236115,86109
2017-05-16,435021,221532,94808
2017-05-23,462572,241752,81985
2017-05-30,434246,250542,83452
2017-06-06,494041,312240,107775
2017-06-13,471134,297178,106904
2017-06-20,445841,252620,101945
2017-06-27,453144,236586,104914
2017-07-03,457201,221681,127882
2017-07-11,475669,217637,157377
2017-07-18,484204,217232,157094
2017-07-25,463827,220299,129468
2017-08-01,448709,239766,110094
2017-08-08,448727,246377,97540
2017-08-15,477921,277730,89996
2017-08-22,500443,295711,87273
2017-08-29,538875,318883,87836
2017-09-05,566817,336073,90775
2017-09-12,580606,351492,96732
2017-09-19,570096,330646,94557
2017-09-26,549637,303255,90661
2017-10-03,525127,287296,83441
2017-10-10,520005,279227,79115
2017-10-17,528800,284617,83893
2017-10-24,526674,275521,84136
2017-10-31,531918,268710,75615
2017-11-07,536843,272571,76781
2017-11-14,533054,271496,76412
2017-11-21,531612,272934,71107
2017-11-28,503810,287384,62967
2017-12-05,472795,251234,77905
2017-12-12,446618,201912,94844
2017-12-19,453595,197473,83678
2017-12-26,456470,202590,66642
2018-01-02,500731,241428,78160
2018-01-09,555455,289161,85873
2018-01-16,582333,301863,90152
2018-01-23,582421,305812,91128
2018-01-30,559332,298327,91065
2018-02-06,535321,273828,82951
2018-02-13,511745,251860,76254
2018-02-20,528154,257205,66283
2018-02-27,532860,251981,73263
2018-03-06,508100,245587,61764
2018-03-13,526762,234431,66483
2018-03-20,545499,223882,75151
2018-03-27,529690,259032,55678
2018-04-03,493141,234677,68088
2018-04-10,499588,234457,79085
2018-04-17,510229,237288,74219
2018-04-24,506410,225804,89158
2018-05-01,507756,209577,102798
2018-05-08,491398,198548,91108
2018-05-15,519958,201468,109025
2018-05-22,502942,189677,98720
2018-05-29,469382,193652,78522
2018-06-05,450641,185321,73905
2018-06-12,448695,192752,72512
2018-06-19,468345,202915,106403
2018-06-26,468573,195118,118446
2018-07-03,494164,210483,132156
2018-07-10,503593,214310,132876
2018-07-17,528278,218427,160586
2018-07-24,496620,220620,172023
2018-07-31,452655,209255,173918
2018-08-07,459474,208292,195604
2018-08-14,476739,211779,215467
2018-08-21,483730,213500,222210
2018-08-28,479283,207370,210433
2018-09-04,473118,199762,213259
2018-09-11,469450,198367,205957
2018-09-18,469436,197797,208641
2018-09-25,460279,192940,210588
2018-10-02,459776,192490,214312
2018-10-09,465253,179746,217921
2018-10-16,474418,189200,171533
2018-10-23,477832,192578,163190
2018-10-30,474941,168754,155560
2018-11-06,494911,169141,150115
2018-11-13,539520,168416,177663
2018-11-20,525940,165506,156610
2018-11-27,442801,156779,154908
2018-12-04,399919,173019,124018
2018-12-11,402250,169600,109101
2018-12-18,412485,182168,106208
2018-12-24,442727,208622,97637
2018-12-31,451360,210141,86369
2019-01-08,455232,199560,100344
2019-01-15,501605,201796,113883
2019-01-22,513509,186510,112006
2019-01-29,483390,212318,112725
2019-02-05,479736,218200,109105
2019-02-12,476083,214170,109296
2019-02-19,504639,254086,108439
2019-02-26,501268,236835,101139
2019-03-05,471311,202628,114610
2019-03-12,530030,205250,126431
2019-03-19,514163,204325,115929
2019-03-26,509575,214897,94959
2019-04-02,440170,193784,99228
2019-04-09,447539,199507,94143
2019-04-16,440581,183213,126940
2019-04-23,440048,176691,139296
2019-04-30,430011,177275,111056
2019-05-07,450039,185801,110390
2019-05-14,517995,226361,101825
2019-05-21,508643,203628,114823
2019-05-28,505126,194463,107775
2019-06-04,481495,240477,84362
2019-06-11,496663,250114,65876
2019-06-18,525636,274633,70310
2019-06-25,577605,298108,61554
2019-07-02,605949,312702,53756
2019-07-09,598977,306105,61342
2019-07-16,601900,309535,64034
2019-07-23,616859,311881,60631
2019-07-30,563298,312214,57826
2019-08-06,600317,350558,58013
2019-08-13,593962,346223,56133
2019-08-20,594807,352294,52301
2019-08-27,636183,362609,65771
2019-09-03,634358,365385,64838
2019-09-10,614753,334114,64389
2019-09-17,630990,341511,58912
2019-09-24,658944,370393,57949
2019-10-01,604885,322800,53807
2019-10-08,616957,334383,58820
2019-10-15,607387,319370,66343
2019-10-22,625528,322917,63785
2019-10-29,643442,335423,58908
2019-11-05,690181,344591,64763
2019-11-12,708463,323189,56123
2019-11-19,719211,337296,51437
2019-11-26,669268,325286,53652
2019-12-03,701016,346525,55820
2019-12-10,690003,329169,58249
2019-12-17,716987,344493,58218
2019-12-24,748737,364310,58658
2019-12-31,786166,381620,53695
2020-01-07,785857,383480,61189
2020-01-14,796883,376809,57574
2020-01-21,793829,374793,57098
2020-01-28,715539,376401,46309
2020-02-04,654572,355909,56103
2020-02-11,658024,356535,48561
2020-02-18,715317,408349,54700
2020-02-25,732917,389339,53474
2020-03-03,691985,366173,46440
2020-03-10,633470,336290,36759
2020-03-17,573925,317405,35489
2020-03-24,547334,317928,29562
2020-03-31,495652,287529,28680
2020-04-07,480050,279880,30938
2020-04-14,489965,286617,34116
2020-04-21,493158,282263,32692
2020-04-28,500816,287382,24653
2020-05-05,490343,275571,25567
2020-05-12,496739,277771,34943
2020-05-19,528205,295394,43606
2020-05-26,519374,288148,50234
2020-06-02,475745,272196,53162
2020-06-09,475661,263972,55359
2020-06-16,489563,277395,53047
2020-06-23,532101,308459,56502
2020-06-30,561628,328942,62272
2020-07-07,572776,337030,69672
2020-07-14,580175,330205,67777
2020-07-21,603138,334237,67801
2020-07-28,598629,312588,75787
2020-08-04,561837,321847,83101
2020-08-11,553345,306867,82814
2020-08-18,544010,302369,78851
2020-08-25,549282,301559,80521
2020-09-01,547704,306118,75322
2020-09-08,557457,313173,76700
2020-09-15,578925,324512,83535
2020-09-22,575877,309015,89955
2020-09-29,562396,316106,72447
2020-10-06,555555,320922,72335
2020-10-13,553197,326986,86315
2020-10-20,562993,340206,90602
2020-10-27,560900,326063,77429
2020-11-03,544774,321798,78889
2020-11-10,547449,318516,78780
2020-11-17,557533,329698,78428
2020-11-24,555253,320324,76422
2020-12-01,538042,324344,64030
2020-12-08,549520,338271,69051
2020-12-15,550366,340610,69026
2020-12-21,560769,349870,71674
2020-12-29,556414,341812,72940
2021-01-05,568888,349946,70628
2021-01-12,555538,313217,66990
2021-01-19,541330,307507,60869
2021-01-26,534574,313532,55986
2021-02-02,520011,314352,57226
2021-02-09,506741,309326,57919
2021-02-16,503016,303583,68614
2021-02-23,481125,284081,68348
2021-03-02,467008,265533,75895
2021-03-09,473871,254839,79676
2021-03-16,476467,256237,76041
2021-03-23,485457,262774,88707
2021-03-30,467321,263453,95925
2021-04-06,463353,275703,86194
2021-04-13,460733,269513,88639
2021-04-20,471738,275985,94487
2021-04-27,473305,270717,100098
2021-05-04,470341,270194,99453
2021-05-11,498693,282161,89906
2021-05-18,520410,290267,91378
2021-05-25,510164,288266,73624
2021-06-01,489198,288826,75125
2021-06-08,491858,288781,79394
2021-06-15,480127,273947,81911
2021-06-22,453940,253153,86939
2021-06-29,453360,254206,91980
2021-07-06,465811,270545,87724
2021-07-13,495798,275543,84707
2021-07-20,490520,277312,81340
2021-07-27,500187,273688,74300
2021-08-03,485663,273143,76808
2021-08-10,477232,277260,108854
2021-08-17,485485,284437,92895
2021-08-24,504735,299084,88431
2021-08-31,507113,311004,94454
2021-09-07,506772,306017,99978
2021-09-14,506356,306988,99228
2021-09-21,492765,296670,109023
2021-09-28,490858,293814,125415
2021-10-05,483789,295939,113357
2021-10-12,484382,298503,112964
2021-10-19,485974,299882,106533
2021-10-26,509794,313646,99086
2021-11-02,507616,311091,95962
2021-11-09,571025,341111,90930
2021-11-16,612612,360529,100749
2021-11-23,559823,326409,91998
2021-11-30,531868,310253,84393
2021-12-07,499307,300518,83333
2021-12-14,503709,298142,95741
2021-12-21,500846,296628,90817
2021-12-28,508912,303879,90723
2022-01-04,502717,296583,85228
2022-01-11,546516,290102,90365
2022-01-18,539204,290528,96321
2022-01-25,572078,313415,93264
2022-02-01,515331,275994,103852
2022-02-08,512842,279559,92853
2022-02-15,558645,313269,99656
2022-02-22,611488,350096,106948
2022-03-01,615600,354177,96555
2022-03-08,638502,364618,90230
2022-03-15,617605,346731,84943
2022-03-22,605191,328660,80628
2022-03-29,574521,327632,70036
2022-04-05,560666,324570,79029
2022-04-12,577639,338164,83877
2022-04-19,575202,330745,90988
2022-04-26,557785,310511,92487
2022-05-03,560441,293439,94271
2022-05-10,571447,288947,95632
2022-05-17,555756,283011,107651
2022-05-24,530098,282202,98389
2022-05-31,513722,269459,96870
2022-06-07,494130,270356,95088
2022-06-14,497456,266596,111998
2022-06-21,500276,268119,104832
2022-06-28,497005,268712,111019
2022-07-05,498210,267806,122146
2022-07-12,542493,251126,133005
2022-07-19,524786,241004,146049
2022-07-26,487515,241661,148971
2022-08-02,459649,242128,117802
2022-08-09,453540,242906,100055
2022-08-16,453960,238196,97032
2022-08-23,457762,237427,111580
2022-08-30,459165,235314,117580
2022-09-06,465908,231527,127670
2022-09-13,463674,225932,128588
2022-09-20,469395,214557,148835
2022-09-27,457061,207154,155073
2022-10-04,437065,215964,127579
2022-10-11,431395,212561,118141
2022-10-18,434701,210890,133934
2022-10-25,456072,212853,144821
2022-11-01,467276,216341,151718
2022-11-08,488471,223135,140797
2022-11-15,495171,227282,101013
2022-11-22,449542,214284,98171
2022-11-29,433661,209161,99158
2022-12-06,422100,211472,96347
2022-12-13,437040,224409,98760
2022-12-20,436653,226136,97288
2022-12-27,440040,229525,92645
2023-01-03,449393,230801,89135
2023-01-10,481519,243566,93031
2023-01-17,491818,246874,93634
2023-01-24,499927,253311,95638
2023-01-31,471642,256417,96136
2023-02-07,439755,223298,94483
2023-02-14,426116,210374,104845
2023-02-21,422648,210185,103084
2023-02-28,426890,208419,99826
2023-03-07,458474,215574,117100
2023-03-14,459064,230823,90492
2023-03-21,469874,237891,79286
2023-03-28,478611,245135,63505
2023-04-04,476592,266164,70948
2023-04-11,476567,260165,67420
2023-04-18,482254,260061,70168
2023-04-25,473209,253186,67922
2023-05-02,493804,262413,66846
2023-05-09,518951,266472,70658
2023-05-16,521832,255250,75436
2023-05-23,479080,236149,75417
2023-05-30,449515,237306,67990
2023-06-06,436301,237467,61826
2023-06-13,432898,227317,67108
2023-06-20,438037,229308,66333
2023-06-27,431861,220881,68971
2023-07-03,448063,235081,71984
2023-07-11,483170,240546,74792
2023-07-18,482104,263740,70392
2023-07-25,476176,248229,74590
2023-08-01,439383,238985,74061
2023-08-08,427759,228846,85861
2023-08-15,433611,233078,111942
2023-08-22,430239,226340,124394
2023-08-29,442806,236054,112782
2023-09-05,438672,235802,97796
2023-09-12,441221,235704,111840
2023-09-19,438078,237716,102553
2023-09-26,435620,235560,119745
2023-10-03,431226,228406,137180
2023-10-10,436499,220332,148899
2023-10-17,439581,231412,118674
2023-10-24,463476,251469,102084
2023-10-31,475808,261053,97628
2023-11-07,484347,261653,95437
2023-11-14,486634,254352,98976
2023-11-21,508429,269701,97996
2023-11-28,505658,289845,89761
2023-12-05,487469,288840,85296
2023-12-12,469939,273536,85303
2023-12-19,481203,280972,79633
2023-12-26,491343,289843,82125
2024-01-02,500364,290706,83057
2024-01-09,489849,271665,83051
2024-01-16,489334,262360,82467
2024-01-23,465872,241100,71626
2024-01-30,430328,219222,71431
2024-02-06,419121,228623,66885
2024-02-13,420812,217505,86337
2024-02-20,407063,211034,70772
2024-02-27,411195,214948,73312
2024-03-05,471616,264148,72855
2024-03-12,516057,283062,81460
2024-03-19,535047,278732,77130
2024-03-26,503642,265647,66353
2024-04-02,500045,281399,74149
2024-04-09,505214,279799,77380
2024-04-16,517193,278777,76854
2024-04-23,516249,279535,76644
2024-04-30,519791,278850,74640
2024-05-07,529835,272144,72577
2024-05-14,522952,277642,73146
2024-05-21,530591,300729,70923
2024-05-28,485430,286737,50152
2024-06-04,447488,284566,47264
2024-06-11,436857,276769,42843
2024-06-18,444345,287147,44063
2024-06-25,452190,284885,38656
2024-07-02,454730,280117,38574
2024-07-09,516324,303043,48268
2024-07-16,579862,349827,64803
2024-07-23,572306,341600,68526
2024-07-30,510914,313364,66763
2024-08-06,480645,298119,59370
2024-08-13,505872,328769,61505
2024-08-20,532867,355551,64298
2024-08-27,521759,343330,48885
2024-09-03,511136,339157,51599
2024-09-10,511501,340006,57505
2024-09-17,537627,369734,59668
2024-09-24,564640,387572,72182
2024-10-01,533107,370051,70120
2024-10-08,520316,348891,70711
2024-10-15,541232,357494,71060
2024-10-22,573760,371813,75609
2024-10-29,579468,366636,87983
2024-11-05,558034,336816,81487
2024-11-12,535981,316225,79774
2024-11-19,502952,309354,74987
2024-11-26,472660,303401,53063
2024-12-03,462040,307611,47875
2024-12-10,483346,324332,48746
2024-12-17,466571,302978,40937
2024-12-24,454646,289416,41787
2024-12-31,458584,282907,35628
2025-01-07,477043,291721,36810
2025-01-14,526467,312568,33205
2025-01-21,571387,337289,36505
2025-01-28,577505,338371,38962
2025-02-04,542004,356500,53992
2025-02-11,528719,343766,59262
2025-02-18,522330,334043,65369
2025-02-25,512179,316948,55323
2025-03-04,489270,303132,59871
2025-03-11,511276,296172,60072
2025-03-18,533566,321654,63722
2025-03-25,511482,316572,66776
2025-04-01,498746,327936,89502
2025-04-08,445468,269833,69118
2025-04-15,456628,271707,69497
2025-04-22,465351,258896,83518
2025-04-29,451868,240377,77059
2025-05-06,452414,237445,74948
2025-05-13,440842,238191,76982
2025-05-20,448000,238062,74081
2025-05-27,437538,234087,59903
2025-06-03,415941,246982,59077
2025-06-10,417143,245995,58514
2025-06-17,441214,260586,59938
2025-06-24,434958,256077,61073
2025-07-01,437662,258631,56651
2025-07-08,443144,261685,58717
2025-07-15,448531,270227,57112
2025-07-22,489423,311949,58911
2025-07-29,445259,281241,57645
2025-08-05,449647,292194,55144
2025-08-12,446152,288115,58630
2025-08-19,438541,275277,62687
2025-08-26,443760,275767,61456
2025-09-02,492908,315796,66266
2025-09-09,509625,324875,63135
2025-09-16,516221,326778,60368
2025-09-23,528789,332808,66059
2025-09-30,493748,318804,65896
2025-10-07,485559,300798,68842
2025-10-14,485788,278405,74489
2025-10-21,472421,253851,77242
2025-10-28,457122,266308,61644
2025-11-04,450399,256572,54265
2025-11-10,459997,265916,58847
2025-11-18,471953,269556,59217
2025-11-25,432946,253266,48678
2025-12-02,418490,261331,43771
2025-12-09,432569,268485,44599
2025-12-16,471093,280920,46942
2025-12-23,492103,290161,49461
2025-12-30,481866,275592,44419
2026-01-06,488116,274435,46803
2026-01-13,527455,296183,44945
2026-01-20,528004,295772,51002
2026-01-27,488463,252100,46704
2026-02-03,409694,214508,48904
2026-02-10,404391,212808,52796
2026-02-17,407078,213432,53517
2026-02-24,420182,211649,52472
2026-03-03,409789,213752,53607
2026-03-10,413956,215445,52313
2026-03-17,411388,215961,56092
2026-03-24,403925,220861,52534
2026-03-31,361409,207602,44400
2026-04-07,354877,205368,49063
2026-04-14,362274,210009,47483
2026-04-21,365842,212893,48887
2026-04-28,369530,211818,52247
2026-05-05,367932,211814,48511
2026-05-12,376496,219793,48171
2026-05-19,379325,211018,51185
2026-05-26,353489,200704,46444
2026-06-02,326052,206096,30076
2026-06-09,332709,207984,34147
2026-06-16,339330,211127,30907
2026-06-23,352167,217028,35689
2026-06-30,369541,229619,35600
2026-07-07,371776,233713,39467
2026-07-14,383689,227310,40628
2026-07-21,383368,224785,40875
2026-07-28,384603,219622,37552
